識別號,上字表識別號,下字表識別號,切語,拼音,小韻字,目次編碼,小韻字序號,小韻字集,字數,聲母,聲母拼音碼,發音部位,清濁,發送收,韻母,韻母拼音碼,調,調號,備註,原有備註,異體字,其它備註,
152,22,29,取私,chi1,郪,1.06脂,9,郪趑𨌅趀𧾒𧠵𡰾𡳠蠀,14,清,ch,齒頭音,次清,送氣,脂開3舒聲,i,平,1,趀𡰾隷化从𡛷右,趀廣韻作L走V𠂔,,,
153,23,29,疾資,ci5,茨,1.06脂,10,茨薋薺餈𩜴垐䆅𧓉瓷澬𥿆𨌅𩆂,18,從,c,齒頭音,全濁,,脂開3舒聲,i,平,5,,,餈(糍),,
154,16,29,女夷,li5,尼,1.06脂,11,尼柅怩蚭跜呢𩚯䝚,9,娘,l,舌上音,次濁,收聲,脂開3舒聲,i,平,5,,,,,
155,15,29,直尼,ti5,墀,1.06脂,12,墀𡎰坻泜遲遟蚳岻彽阺荎菭謘莉貾,16,澄,t,舌上音,全濁,,脂開3舒聲,i,平,5,,,,,
156,24,29,息夷,si1,私,1.06脂,13,私鋖厶𦮺㺨,6,心,s,齒頭音,全清,送氣,脂開3舒聲,i,平,1,,,鋖/(鐁）,,
157,33,37,式之,si1,尸,1.06脂,14,尸鳲屍蓍,4,書,s,正齒近舌上,全清,送氣,之開3舒聲,i,平,1,,,,,
158,19,29,渠脂,ki5,鬐,1.06脂,15,鬐𦓀耆愭𧡺𥉙䅲祁𨪌鰭鮨,15,群,k,牙音,全濁,,脂開3舒聲,i,平,5,,,,,
159,36,29,於脂,Øi1,伊,1.06脂,16,伊咿𧉅黝黟,6,影,Ø,喉音,全清,發聲,脂開3舒聲,i,平,1,,,,,
160,41,29,力脂,li5,棃,1.06脂,17,棃梨𠠍秜蜊蔾犂刕𢤂鯬鑗䴻蟍𠠍,17,來,l,半舌,次濁,收聲,脂開3舒聲,i,平,5,,,𠠍(犁),,
161,19,25,渠隹,kui5,葵,1.06脂,18,葵鄈楑𩹍𢜽𦝢䳫𧍜,12,群,k,牙音,全濁,,支合3舒聲,ui,平,5,,,,,
162,13,25,陟隹,tui1,追,1.06脂,19,追䨨娺,3,知,t,舌上音,全清,發聲,支合3舒聲,ui,平,1,,,,,
163,17,33,居追,kui1,龜,1.06脂,20,龜𪚦𤕣䟸螝騩,8,見,k,牙音,全清,發聲,脂合3舒聲,ui,平,1,𪚦代丶起筆的異體龜字,𪚦代龜上作丿者,頄鱖,,
164,42,25,儒隹,jui5,蕤,1.06脂,21,蕤甤緌擩桵䅑捼,7,日,j,半齒,次濁,收聲,支合3舒聲,ui,平,5,,,,,
165,32,33,所追,sui1,衰,1.06脂,22,衰榱𤸬,4,生,s,正齒近齒頭,全清,送氣,脂合3舒聲,ui,平,1,,,[摔],,
166,39,33,以追,Øui5,惟,1.06脂,23,惟𣄧維遺濰壝𥌰蓶䜅琟唯𧔥,15,以,Ø,喉音,次濁,發聲,脂合3舒聲,ui,平,5,,,,,
167,41,33,力追,lui5,㶟,1.06脂,24,㶟纍虆欙𤜖𡿔㠥𡤯瓃𥍔鸓儽纝,17,來,l,半舌,次濁,收聲,脂合3舒聲,ui,平,5,,,(樏)(嫘)(縲),,
168,24,33,息遺,sui1,綏,1.06脂,25,綏雖荾荽䒘葰浽奞夊睢濉䅑,12,心,s,齒頭音,全清,送氣,脂合3舒聲,ui,平,1,,,,,
169,19,33,渠追,kui5,逵,1.06脂,26,逵夔𣦞馗戣鍨騤犪躨𦝢艽䟸𠊾𨾗頯𠐽𧢦𢌳頄,26,群,k,牙音,全濁,,脂合3舒聲,ui,平,5,缺⿱隹矢,,,,
170,8,29,武悲,bi5,眉,1.06脂,27,眉睂嵋湄𤃱鶥楣瑂矀覹䉠黴麋蘪郿㵟薇𦗕葿攗,22,微,b,輕脣音,次濁,收聲,脂開3舒聲,i,平,5,,,猸,,
171,5,29,府眉,hi1,悲,1.06脂,28,悲,1,非,h,輕脣音,全清,發聲,脂開3舒聲,i,平,1,,,,,
172,27,33,職追,cui1,錐,1.06脂,29,錐隹𪋇騅㮅䶆萑鵻,9,章,c,正齒近舌上,全清,發聲,脂合3舒聲,ui,平,1,,,,,
173,34,25,視隹,sui5,誰,1.06脂,30,誰䜅脽,3,禪,s,正齒近齒頭,全濁,送氣,支合3舒聲,ui,平,5,,,,,
174,40,29,洧悲,Øi5,帷,1.06脂,31,帷,1,云,Ø,喉音,次濁,發聲,脂開3舒聲,i,平,5,,,,,
175,7,29,符悲,hi5,邳,1.06脂,32,邳鉟䲹岯魾䫠,6,奉,h,輕脣音,全濁,,脂開3舒聲,i,平,5,,,,,
176,6,29,敷悲,hi1,丕,1.06脂,33,丕㔻伾秠䪹駓怌䫠豾髬魾鉟,12,敷,h,輕脣音,次清,送氣,脂開3舒聲,i,平,1,,,苤,,
177,37,33,許維,hui1,倠,1.06脂,34,倠婎睢眭𢊄㊀,7,曉,h,喉音,次清,送氣,脂合3舒聲,ui,平,1,缺⿸广⿳𥫗罒夊,,,㊀=P广E𥫗罒攵,
178,15,33,直追,tui5,鎚,1.06脂,35,鎚椎槌桘顀,5,澄,t,舌上音,全濁,,脂合3舒聲,ui,平,5,,,,,
179,28,25,叉隹,chui1,推,1.06脂,36,推蓷,2,初,ch,正齒近齒頭,次清,送氣,支合3舒聲,ui,平,1,,,,,
180,9,29,丁尼,ti1,胝,1.06脂,37,胝疷秪氐,4,端,t,舌頭音,全清,發聲,脂開3舒聲,i,平,1,集韵？,,,,
181,2,29,匹夷,phi1,紕,1.06脂,38,紕㩺𦀘𧧺悂𢞗,9,滂,ph,重脣音,次清,送氣,脂開3舒聲,i,平,1,,,,,
182,21,33,醉綏,cui1,嶉,1.06脂,39,嶉檇,2,精,c,齒頭音,全清,發聲,脂合3舒聲,ui,平,1,,,,,
183,18,33,丘追,khui1,巋,1.06脂,40,巋蘬,2,溪,kh,牙音,次清,送氣,脂合3舒聲,ui,平,1,,,,,
184,20,21,牛肌,gi5,狋,1.06脂,41,狋,1,疑,g,牙音,次濁,收聲,支開3舒聲,i,平,5,,,,,
185,37,29,喜夷,hi1,咦,1.06脂,42,咦忾䐅𣢂屎,6,曉,h,喉音,次清,送氣,脂開3舒聲,i,平,1,,,,,
186,27,37,止而,ci1,之,1.07之,1,之臸芝㞢,4,章,c,正齒近舌上,全清,發聲,之開3舒聲,i,平,1,,,,,
187,39,37,與之,Øi5,飴,1.07之,2,飴𩛛䬮怡弬媐异㼢𣐵鏔圯貽巸洍𦣝𩠞頤詒㺿沶宧𦚟䱌姬台眙瓵,32,以,Ø,喉音,次濁,發聲,之開3舒聲,i,平,5,,,,,
188,34,37,市之,si5,時,1.07之,3,時旹塒鼭榯蒔鰣,7,禪,s,正齒近齒頭,全濁,送氣,之開3舒聲,i,平,5,,,,,
189,20,21,語其,gi5,疑,1.07之,4,疑嶷觺,3,疑,g,牙音,次濁,收聲,支開3舒聲,i,平,5,,,,,
190,24,21,息兹,si1,思,1.07之,5,思恖司罳伺絲緦𥯨禗覗㺇𥄶蕬偲楒,17,心,s,齒頭音,全清,送氣,支開3舒聲,i,平,1,,,鷥,,
191,28,37,楚持,chi1,輜,1.07之,6,輜颸,2,初,ch,正齒近齒頭,次清,送氣,之開3舒聲,i,平,1,,,,,
192,19,37,渠之,ki5,其,1.07之,7,其期旗綦綨𢃛萁𧯯蜝琪麒騏淇䳢錤藄棊櫀碁𤪌璂鯕蘄祺禥踑𦪆䑴畁䶞,34,群,k,牙音,全濁,,之開3舒聲,i,平,5,,,碁/(棋)蜝(蜞)亓,,
193,33,37,書之,si1,詩,1.07之,8,詩邿齝𪗪呞䀢,7,書,s,正齒近舌上,全清,送氣,之開3舒聲,i,平,1,,,,,
194,42,37,如之,ji5,而,1.07之,9,而栭𣚊𨼏陾陑髵峏𨎪輀𦠌胹𦓒𩰴洏鮞耏咡䎠誀鴯,27,日,j,半齒,次濁,收聲,之開3舒聲,i,平,5,,,,,
195,18,21,去其,khi1,欺,1.07之,10,欺娸䫥䫏𠐾魌僛𪅾𪀩䶞抾,14,溪,kh,牙音,次清,送氣,支開3舒聲,i,平,1,,,,,
196,17,37,居之,ki1,姬,1.07之,11,姬朞稘基箕萁䇫諅其錤居諆,12,見,k,牙音,全清,發聲,之開3舒聲,i,平,1,,,丌,,
197,25,21,似兹,si5,詞,1.07之,12,詞祠柌辭辤辝𥿆,8,邪,s,齒頭音,全濁,送氣,支開3舒聲,i,平,5,6？,,,,
198,41,37,里之,li5,釐,1.07之,13,釐貍狸氂嫠剺梩犛𣁟倈艃𣮉孷𢟤𩭇㾖筣斄𠩬𠭰,26,來,l,半舌,次濁,收聲,之開3舒聲,i,平,5,,,[厘],,
199,26,37,側持,ci1,葘,1.07之,14,葘甾𦸜湽𥀜茬輺鍿鶅緇䊷椔鯔䎩䣎,17,莊,c,正齒近齒頭,全清,發聲,之開3舒聲,i,平,1,,,(菑)(淄)(輜)(錙),,
200,37,21,許其,hi1,僖,1.07之,15,僖歖熙嬉禧媐譆𠩺瞦㶼熹嘻𣢑娭誒,17,曉,h,喉音,次清,送氣,支開3舒聲,i,平,1,,,,,
201,36,21,於其,Øi1,醫,1.07之,16,醫毉譩㿄噫,5,影,Ø,喉音,全清,發聲,支開3舒聲,i,平,1,,,,,
202,14,37,丑之,thi1,癡,1.07之,17,癡齝笞痴,4,徹,th,舌上音,次清,送氣,之開3舒聲,i,平,1,,,,,
203,15,37,直之,ti5,治,1.07之,18,治持莉,3,澄,t,舌上音,全濁,,之開3舒聲,i,平,5,,,,,
204,29,37,赤之,chi1,蚩,1.07之,19,蚩嗤妛媸𦐉𣍆𥉍,10,昌,ch,正齒近舌上,次清,送氣,之開3舒聲,i,平,1,,,,,
205,23,37,疾之,ci5,慈,1.07之,20,慈礠鶿濨兹,5,從,c,齒頭音,全濁,,之開3舒聲,i,平,5,,,(茲)鷀[磁],,
206,21,37,子之,ci1,兹,1.07之,21,兹孳嵫孜滋嗞𪑿鎡孖鼒鰦仔鷀稵,15,精,c,齒頭音,全清,發聲,之開3舒聲,i,平,1,,,(茲),,
207,30,37,士之,ci5,茬,1.07之,22,茬,1,崇,c,正齒近齒頭,全濁,,之開3舒聲,i,平,5,,,(茌),,
208,31,21,俟甾,ci5,漦,1.07之,23,漦,1,俟,c,正齒近舌上,全濁,送氣,支開3舒聲,i,平,5,,,,,
209,18,37,丘之,khi1,抾,1.07之,24,抾,1,溪,kh,牙音,次清,送氣,之開3舒聲,i,平,1,,,,,
210,33,21,式其,si1,䀵,1.07之,25,䀵,1,書,s,正齒近舌上,全清,送氣,支開3舒聲,i,平,1,,,,,
211,8,45,無非,bui5,微,1.08微,1,微𢼸㵟薇䉠䥩癓矀,9,微,b,輕脣音,次濁,收聲,微合3舒聲,ui,平,5,,,,,
212,37,45,許歸,hui1,揮,1.08微,2,揮煇輝暉徽翬褘鰴楎幑瀈㫎𤟤,14,曉,h,喉音,次清,送氣,微合3舒聲,ui,平,1,,,,,
213,40,45,雨非,Øui5,幃,1.08微,3,幃韋闈圍䙟𩎯違湋囗鍏潿婔𧝕𠆎𢾁,19,云,Ø,喉音,次濁,發聲,微合3舒聲,ui,平,5,,,,,
214,6,45,芳非,hui1,霏,1.08微,4,霏䬠妃菲䩁婓騑裶𥇖,10,敷,h,輕脣音,次清,送氣,微合3舒聲,ui,平,1,,,,,
215,5,45,甫微,hui1,猆,1.08微,5,猆飛扉緋𩙲非馡𩹉騛騑誹餥,14,非,h,輕脣音,全清,發聲,微合3舒聲,ui,平,1,,,,,
216,7,45,符非,hui5,肥,1.08微,6,肥腓䈈淝𤷂痱蜰𩇯蟦賁裴,13,奉,h,輕脣音,全濁,,微合3舒聲,ui,平,5,,,,,
217,36,45,於非,Øui1,威,1.08微,7,威葳隇㟪蝛鰄媁楲,8,影,Ø,喉音,全清,發聲,微合3舒聲,ui,平,1,,,嵔,,
218,19,41,渠希,ki5,祈,1.08微,8,祈頎旂𩴆畿㙨崎碕圻刏𧰙𦠄俟幾蚚玂蟣岓𪙧,23,群,k,牙音,全濁,,微開3舒聲,i,平,5,,"廣韻奇字單立及作部件時皆作竒,本表取今政體作奇.彔",,,
219,17,41,居依,ki1,機,1.08微,9,機譏蘄嘰𦺬磯鞿饑禨幾䟇鐖僟璣刏𧗇,18,見,k,牙音,全清,發聲,微開3舒聲,i,平,1,,,,,
220,37,41,香衣,hi1,希,1.08微,10,希晞莃鵗睎稀豨𧻶桸悕俙欷,13,曉,h,喉音,次清,送氣,微開3舒聲,i,平,1,,,浠,,
221,36,41,於希,Øi1,依,1.08微,11,依郼衣繶㛄㐆䧇㥋,8,影,Ø,喉音,全清,發聲,微開3舒聲,i,平,1,,,,,
222,20,41,魚衣,gi5,沂,1.08微,12,沂溰,2,疑,g,牙音,次濁,收聲,微開3舒聲,i,平,5,,,,,
223,20,45,語韋,gui5,巍,1.08微,13,巍犩,2,疑,g,牙音,次濁,收聲,微合3舒聲,ui,平,5,,,,,
224,17,45,舉韋,kui1,歸,1.08微,14,歸㱕騩,3,見,k,牙音,全清,發聲,微合3舒聲,ui,平,1,,,[皈],,
225,18,45,丘韋,khui1,蘬,1.08微,15,蘬𧢦,3,溪,kh,牙音,次清,送氣,微合3舒聲,ui,平,1,,,,,
226,20,49,語居,gi5,魚,1.09魚,1,魚𩺰漁𩼪䰻䱷齬鋙䁩衙,12,疑,g,牙音,次濁,收聲,魚開3舒聲,i,平,5,䲆(上下),,,,
227,28,49,楚居,chi1,初,1.09魚,2,初𠿝,3,初,ch,正齒近齒頭,次清,送氣,魚開3舒聲,i,平,1,,,,,
228,33,49,傷魚,si1,書,1.09魚,3,書鵨瑹舒𦺗紓𨛭,9,書,s,正齒近舌上,全清,送氣,魚開3舒聲,i,平,1,,,,,
229,17,49,九魚,ki1,居,1.09魚,4,居𡨢据裾琚䝻鶋車蜛崌椐涺𦱅腒,16,見,k,牙音,全清,發聲,魚開3舒聲,i,平,1,,,,,
230,19,49,強魚,ki5,渠,1.09魚,5,渠𨎶𦄽璩磲蕖籧𥴧淭醵腒𪆫螶蟝䝣豦蘧鐻璖𨞙㯫䟊𦼫䆽𧝔懅,33,群,k,牙音,全濁,,魚開3舒聲,i,平,5,,,,,
231,39,49,以諸,Øi5,余,1.09魚,6,余蜍藇㶛餘輿旟鵌璵艅畬𤰩𤄕歟與譽嬩舁擧妤伃㦛𪋮予㺞𩦡𧾚狳鸒雓,35,以,Ø,喉音,次濁,發聲,魚開3舒聲,i,平,5,,,,,
232,24,49,相居,si1,胥,1.09魚,7,胥䱬䈝稰楈藇諝㥠湑蝑揟,11,心,s,齒頭音,全清,送氣,魚開3舒聲,i,平,1,,,,,
233,22,49,七余,chi1,疽,1.09魚,8,疽岨砠䢸趄苴沮狙䏣蛆雎蒩𣻐伹坥𡳆,18,清,ch,齒頭音,次清,送氣,魚開3舒聲,i,平,1,,,,,
234,30,49,士魚,ci5,鉏,1.09魚,9,鉏鋤耡豠𧱑𪆷,8,崇,c,正齒近齒頭,全濁,,魚開3舒聲,i,平,5,,,,,
235,14,49,丑居,thi1,攄,1.09魚,10,攄㯉筡摴,4,徹,th,舌上音,次清,送氣,魚開3舒聲,i,平,1,,,[樗],,
236,32,49,所葅,si1,䟽,1.09魚,11,䟽梳綀蔬踈𥿇釃𦌿𤕟㽰疋,14,生,s,正齒近齒頭,全清,送氣,魚開3舒聲,i,平,1,,,疏疎,,
237,37,49,朽居,hi1,虚,1.09魚,12,虚驉歔噓魖𥛳,7,曉,h,喉音,次清,送氣,魚開3舒聲,i,平,1,,,虛,,
238,25,49,似魚,si5,徐,1.09魚,13,徐䣄䍱俆,4,邪,s,齒頭音,全濁,送氣,魚開3舒聲,i,平,5,,,,,
239,36,49,央居,Øi1,於,1.09魚,14,於扵箊淤唹,5,影,Ø,喉音,全清,發聲,魚開3舒聲,i,平,1,,,,,
240,13,49,陟魚,ti1,豬,1.09魚,15,豬䐗猪瀦櫫藸,6,知,t,舌上音,全清,發聲,魚開3舒聲,i,平,1,,,,,
241,41,49,力居,li5,臚,1.09魚,16,臚閭䰕廬蘆櫚驢藘䕡爈𤁵㠠櫖璷䮉𥶆𢣻,20,來,l,半舌,次濁,收聲,魚開3舒聲,i,平,5,,,,,
242,27,49,章魚,ci1,諸,1.09魚,17,諸櫧㶆藷𧄔䃴蠩,8,章,c,正齒近舌上,全清,發聲,魚開3舒聲,i,平,1,,,,,
243,15,49,直魚,ti5,除,1.09魚,18,除躇儲涂篨𦿀宁㾻著滁蒢屠藸,14,澄,t,舌上音,全濁,,魚開3舒聲,i,平,5,,,,,
244,42,49,人諸,ji5,如,1.09魚,19,如蒘𨚴洳鴽𨾵𡫽茹,11,日,j,半齒,次濁,收聲,魚開3舒聲,i,平,5,,,,,
245,21,49,子魚,ci1,且,1.09魚,20,且蛆苴沮,4,精,c,齒頭音,全清,發聲,魚開3舒聲,i,平,1,,,,,
246,18,49,去魚,khi1,虚,1.09魚,21,虚墟𥬔袪阹椐胠魼㠊𢴮㭕䒧,14,溪,kh,牙音,次清,送氣,魚開3舒聲,i,平,1,,,[圩]祛,,
247,26,49,側魚,ci1,菹,1.09魚,22,菹𧄗䶥沮,5,莊,c,正齒近齒頭,全清,發聲,魚開3舒聲,i,平,1,,,,,
248,34,49,署魚,si5,蜍,1.09魚,23,蜍𧄔,3,禪,s,正齒近齒頭,全濁,送氣,魚開3舒聲,i,平,5,,,(稌),,
249,16,49,女余,li5,袽,1.09魚,24,袽帤𣭠蒘𣖹挐,8,娘,l,舌上音,次濁,收聲,魚開3舒聲,i,平,5,,,,,
250,20,53,虞俱,gu5,虞,1.10虞,1,虞𩦢愚娛湡堣𪃍嵎髃禺隅䴁鰅鍝澞𧍪㷒齵鸆𨜖,24,疑,g,牙音,次濁,收聲,虞開3舒聲,u,平,5,,,,,
251,28,53,測隅,chu1,芻,1.10虞,2,芻犓,2,初,ch,正齒近齒頭,次清,送氣,虞開3舒聲,u,平,1,,,,,
252,8,53,武夫,bu5,無,1.10虞,3,無毋瞴膴蕪誣巫莁璑𨼊䉑鷡𦌬蝥𢜮无𢃀譕墲鵐憮䍢,26,微,b,輕脣音,次濁,收聲,虞開3舒聲,u,平,5,,,,,
253,40,53,羽俱,Øu5,于,1.10虞,4,于迂盂邘雩𦏴竽玗芋汙䣿杅釪𧘘骬𠌶謣䩒䢓𦱃,24,云,Ø,喉音,次濁,發聲,虞開3舒聲,u,平,5,,,[圩],,
254,37,53,況于,hu1,訏,1.10虞,5,訏吁雩欨㽳盱𧙆𥈈姁𦀒扜𠌶荂𢖳䣿旴䩒㰭虖𥈸,26,曉,h,喉音,次清,送氣,虞開3舒聲,u,平,1,,,,,
255,19,53,其俱,ku5,衢,1.10虞,6,衢劬軥氍眗䧁臞癯鴝鸜灈躣忂𩢳鼩蘧斪句蠷瞿欋葋翵翑蚼𪓞𧾱䞤𠣪絇𡱺𥃔𥗫戵鑺姁,43,群,k,牙音,全濁,,虞開3舒聲,u,平,5,,,[蠼]朐,,
256,42,53,人朱,ju5,儒,1.10虞,7,儒獳濡襦懦嚅鱬𪋯嬬繻顬䞕臑醹㼱䰰,17,日,j,半齒,次濁,收聲,虞開3舒聲,u,平,5,,,蠕薷,,
257,24,53,相俞,su1,須,1.10虞,8,須鬚嬃𩓣𥪥繻𢄼𪋯需娶緰蕦鑐隃,18,心,s,齒頭音,全清,送氣,虞開3舒聲,u,平,1,,,,,
258,13,53,陟輸,tu1,株,1.10虞,9,株誅邾鼄蛛跦袾列㦵鴸𪏿,12,知,t,舌上音,全清,發聲,虞開3舒聲,u,平,1,,,,,
259,14,53,敕俱,thu1,貙,1.10虞,10,貙𤠾,3,徹,th,舌上音,次清,送氣,虞開3舒聲,u,平,1,,,,,
260,34,53,市朱,su5,殊,1.10虞,11,殊銖洙茱㼡殳𢎦㸡𦤂陎几杸,14,禪,s,正齒近齒頭,全濁,送氣,虞開3舒聲,u,平,5,,,,,
261,39,53,羊朱,Øu5,逾,1.10虞,12,逾踰窬臾楰腴諛隃鄃覦𨵦俞歈愉𢋅揄褕瑜崳㥚羭蝓榆萸堬牏渝媮𤜹㳛𤧙瘉螸蕍𦺮䩱䜽萮𧃠舀㼶騟𢔢𥯮𥔢,54,以,Ø,喉音,次濁,發聲,虞開3舒聲,u,平,5,,,瘐,,
262,18,53,豈俱,khu1,區,1.10虞,13,區鰸驅敺嶇軀摳䧢,8,溪,kh,牙音,次清,送氣,虞開3舒聲,u,平,1,,,,,
263,27,53,章俱,cu1,朱,1.10虞,14,朱珠侏絑秼咮鴸鮢𤝹硃,11,章,c,正齒近舌上,全清,發聲,虞開3舒聲,u,平,1,,,,,
264,22,53,七逾,chu1,趨,1.10虞,15,趨趍鯫,3,清,ch,齒頭音,次清,送氣,虞開3舒聲,u,平,1,,,,,
265,41,53,力朱,lu5,慺,1.10虞,16,慺蔞氀瞜䱾㟺䝏㺏摟鷜鏤䣚婁瘻𤗬膢,17,來,l,半舌,次濁,收聲,虞開3舒聲,u,平,5,,,,,
266,7,53,防無,hu5,扶,1.10虞,17,扶𢺻芙符颫鳧榑苻蚨夫𦽏𣿆枹瓿𧥱枎坿泭𣻜𤱽𣘧𣻥𢞦𦑹𦔾玸,37,奉,h,輕脣音,全濁,,虞開3舒聲,u,平,5,刪抱,,,,
267,30,53,仕于,cu5,䅳,1.10虞,18,䅳雛鶵媰,4,崇,c,正齒近齒頭,全濁,,虞開3舒聲,u,平,5,,,,,
268,26,53,莊俱,cu1,㑳,1.10虞,19,㑳搊,2,莊,c,正齒近齒頭,全清,發聲,虞開3舒聲,u,平,1,,,,,
269,6,53,芳無,hu1,敷,1.10虞,20,敷麩麱孚𣞒郛鄜鋪筟俘痡殍怤䎔𧀮孵豧尃䱐罦稃𥹃莩泭郙㕊桴䒀㩤姇荂紨䓵㲗䓏秿,39,敷,h,輕脣音,次清,送氣,虞開3舒聲,u,平,1,,,,,
270,21,53,子于,cu1,諏,1.10虞,21,諏㖩𡸨娵陬嗺掫,8,精,c,齒頭音,全清,發聲,虞開3舒聲,u,平,1,,,,,
271,5,53,甫無,hu1,跗,1.10虞,22,跗趺膚肤邞鈇衭㠸玞𩿧𧀴簠夫鳺柎扶𩬙𩵩䄮䃿妋,25,非,h,輕脣音,全清,發聲,虞開3舒聲,u,平,1,,,[呋],,
272,36,53,憶俱,Øu1,紆,1.10虞,23,紆䩒陓扜䩽䙔蓲迂䣿㝼虶䨕,12,影,Ø,喉音,全清,發聲,虞開3舒聲,u,平,1,,,,,
273,33,53,式朱,su1,輸,1.10虞,24,輸鄃隃,3,書,s,正齒近舌上,全清,送氣,虞開3舒聲,u,平,1,,,,,
274,29,53,昌朱,chu1,樞,1.10虞,25,樞姝𩪍袾䇬,6,昌,ch,正齒近舌上,次清,送氣,虞開3舒聲,u,平,1,,,,,
275,15,53,直誅,tu5,廚,1.10虞,26,廚蹰趎幮裯,5,澄,t,舌上音,全濁,,虞開3舒聲,u,平,5,,,(厨)[櫥](躕),,
276,17,53,舉朱,ku1,拘,1.10虞,27,拘駒䀠眗岣㪺𨞜捄跔鮈俱痀𥇛𥗫,17,見,k,牙音,全清,發聲,虞開3舒聲,u,平,1,,,,,
277,32,53,山芻,su1,毹,1.10虞,28,毹㡏橾螋,4,生,s,正齒近齒頭,全清,送氣,虞開3舒聲,u,平,1,,,,,
278,4,57,莫胡,boo5,模,1.11模,1,模橅摸嫫㡔𨡭謨𠻚墲无䉑膜,14,明,b,重脣音,次濁,收聲,模開1舒聲,oo,平,5,,,摹,,
279,3,57,薄胡,poo5,酺,1.11模,2,酺匍蜅荹樸菩䔕蒲蒱䈻,10,並,p,重脣音,全濁,,模開1舒聲,oo,平,5,,,葡,,
280,38,57,戸吳,hoo5,胡,1.11模,3,胡𩑶𠴱壺狐瓳餬瑚湖鶘猢醐𪏻䊀𪍒糊弧乎𠀒𪕱瓠葫㾰魱箶䉉𥶜𧛞㯛虖,38,匣,h,喉音,全濁,送氣,模開1舒聲,oo,平,5,,,壷𧍵/[蝴],,
281,17,57,古胡,koo1,孤,1.11模,4,孤苽菰胍𡗷姑辜呱泒酤觚蛄箛鴣橭𠷞沽柧𨬕䉉𧇡盬嫴罛軱箍䐻㼋,32,見,k,牙音,全清,發聲,模開1舒聲,oo,平,1,,,[菇][咕],,
282,11,57,同都,too5,徒,1.11模,5,徒𨑒屠瘏塗途酴駼𤙛鵌涂梌㭸荼圖啚𤺈䣝菟捈䣄䅷嵞峹𣘻鍍䤅蒤䖘鷵筡,35,定,t,舌頭音,全濁,,模開1舒聲,oo,平,5,"㭸原作梚,蒤原作⿰氵荼",,,,
283,12,57,乃都,loo5,奴,1.11模,6,奴㚢砮駑帑孥笯,7,泥,l,舌頭音,次濁,收聲,模開1舒聲,oo,平,5,,,,,
284,37,57,荒烏,hoo1,呼,1.11模,7,呼嘑虖𧦝歑戲謼膴幠葫恗軤虍苸雐䰧滹,18,曉,h,喉音,次清,送氣,模開1舒聲,oo,平,1,,,,,
285,20,57,五乎,goo5,吾,1.11模,8,吾鼯𪁙𧋋吳浯䓊㹳㻍珸蜈郚齬鯃娪鋘梧峿麌𦨳祦,24,疑,g,牙音,次濁,收聲,模開1舒聲,oo,平,5,,,(吴),,
286,21,57,則吾,coo1,租,1.11模,9,租蒩,2,精,c,齒頭音,全清,發聲,模開1舒聲,oo,平,1,,,,,
287,41,57,落胡,loo5,盧,1.11模,10,盧鑪壚籚蘆顱髗鱸攎櫨轤黸獹鸕艫纑瀘瓐爐玈𢐸㢚𤮧嚧矑㿖㭔䰕𧇄𧆨罏蠦㪭𦿊,39,來,l,半舌,次濁,收聲,模開1舒聲,oo,平,5,,,,,
288,24,57,素姑,soo1,蘇,1.11模,11,蘇穌㢝酥,4,心,s,齒頭音,全清,送氣,模開1舒聲,oo,平,1,,,,,
289,23,57,昨胡,coo5,徂,1.11模,12,徂䢐殂𣨐,5,從,c,齒頭音,全濁,,模開1舒聲,oo,平,5,,,,,
290,36,57,哀都,Øoo1,烏,1.11模,13,烏嗚洿汚杇圬釫鰞歍鎢㢪於瑦鄔盓螐惡扝𦶀㮧鴮,22,影,Ø,喉音,全清,發聲,模開1舒聲,oo,平,1,,,(污),,
291,1,57,博孤,poo1,逋,1.11模,14,逋餔𥂈晡庯陠鵏𧻷峬誧秿鯆抪,15,幫,p,重脣音,全清,發聲,模開1舒聲,oo,平,1,,,[鈽],,
292,18,57,苦胡,khoo1,枯,1.11模,15,枯刳扝郀軲㱠跍挎㢪橭鮬,11,溪,kh,牙音,次清,送氣,模開1舒聲,oo,平,1,,,骷,,
293,22,57,倉胡,choo1,麤,1.11模,16,麤麁𧆓𥼡觕𤿚,9,清,ch,齒頭音,次清,送氣,模開1舒聲,oo,平,1,,,,,
294,10,57,他胡,thoo1,㻌,1.11模,17,㻌稌悇嶀㻯𡸂庩䞮梌㻬捈䩣,13,透,th,舌頭音,次清,送氣,模開1舒聲,oo,平,1,,,,,
295,9,57,當孤,too1,都,1.11模,18,都𥳉闍𦘴𧷿醏䩲,10,端,t,舌頭音,全清,發聲,模開1舒聲,oo,平,1,,,,,
296,2,57,普胡,phoo1,𥠵,1.11模,19,𥠵鋪鯆𩹲𨁏痡誧豧陠墲䮒𢼹,16,滂,ph,重脣音,次清,送氣,模開1舒聲,oo,平,1,,,,,
297,23,61,徂奚,ce5,齊,1.12齊,1,齊臍麡蠐𪗍懠䶒癠𨥳,11,從,c,齒頭音,全濁,,齊開4舒聲,e,平,5,,,,,
298,41,61,郎奚,le5,黎,1.12齊,2,黎犁𤛿莉黧藜鯬𦃇盠邌𨛫廲蔾筣驪瓈𥌛𩧋㦒謧𨿯,27,來,l,半舌,次濁,收聲,齊開4舒聲,e,平,5,,,,,
