識別號,上字表識別號,下字表識別號,切語,拼音,小韻字,目次編碼,小韻字序號,小韻字集,字數,聲母,聲母拼音碼,發音部位,清濁,發送收,韻母,韻母拼音碼,調,調號,備註,原有備註,異體字,其它備註,
3472,38,188,胡決,hiat8,穴,5.16屑,8,穴坹䋉袕,4,匣,h,喉音,全濁,送氣,先合2促聲,iat,入,8,,,,,
3473,36,188,於決,Øiat4,抉,5.16屑,9,抉䆕妜焆𥈾䆢,7,影,Ø,喉音,全清,發聲,先合2促聲,iat,入,4,,,,,
3474,11,184,徒結,tiat8,姪,5.16屑,10,姪眣昳胅凸垤耋迭跌絰驖嵽軼䭿𨳺瓞咥墆戜苵镻䳀荎𪗻𢲼恎詄摕𪀒𠽧𡼄泆𥑇趃㦅,42,定,t,舌頭音,全濁,,先開4促聲,iat,入,8,,,,,
3475,10,184,他結,thiat4,鐵,5.16屑,11,鐵銕僣餮飻蛈𢶋驖,9,透,th,舌頭音,次清,送氣,先開4促聲,iat,入,4,,,,,
3476,38,184,胡結,hiat8,纈,5.16屑,12,纈䦖擷𢴲頡頁齕紇襭絜𥊯𧀺𪕯翓䐼㹂奊籺𨵪𥢹覈,27,匣,h,喉音,全濁,送氣,先開4促聲,iat,入,8,奊原作⿺丰夨,,,,
3477,12,184,奴結,liat8,涅,5.16屑,13,涅捏𦵐𡍤圼篞苶𥔄𤶚㖏𦛠菍,17,泥,l,舌頭音,次濁,收聲,先開4促聲,iat,入,8,圼本作⿱臼土,,(湼)(揑),,
3478,23,184,昨結,ciat8,𢧵,5.16屑,14,𢧵𧾢岊巀蠞䕙𩟦,10,從,c,齒頭音,全濁,,先開4促聲,iat,入,8,,,(截),,
3479,20,184,五結,giat8,齧,5.16屑,15,齧霓蜺嵲槷臬嶭臲隉䘽𡶫闑𡿖,15,疑,g,牙音,次濁,收聲,先開4促聲,iat,入,8,,,,,
3480,4,184,莫結,biat8,蔑,5.16屑,16,蔑懱𧂝㩢蠛篾幭鱴𥾝衊䩏㒝𥉓𤊾覕𪇴𥣫鴓瀎𥸴𥌨粖𩱷,32,明,b,重脣音,次濁,收聲,先開4促聲,iat,入,8,𧂝中原無冖,,(䁾),,
3481,5,184,方結,hiat4,㢼,5.16屑,17,㢼䋢閉𩋇𡘴䌘㭭䘷㔡,11,非,h,輕脣音,全清,發聲,先開4促聲,iat,入,4,,,,,
3482,36,184,烏結,Øiat4,噎,5.16屑,18,噎䊦㝣蠮𤝱咽,7,影,Ø,喉音,全清,發聲,先開4促聲,iat,入,4,,,,,
3483,18,184,苦結,khiat4,猰,5.16屑,19,猰䫔挈㼤𡔣契栔鍥蛪,10,溪,kh,牙音,次清,送氣,先開4促聲,iat,入,4,,,,,
3484,37,184,虎結,hiat4,𡘐,5.16屑,20,𡘐䩤擷𢴲褉䙽,8,曉,h,喉音,次清,送氣,先開4促聲,iat,入,4,,,㚛,,
3485,2,184,普蔑,phiat4,撆,5.16屑,21,撆丿𢠳瞥䭱䋢嫳䫾鐅暼,11,滂,ph,重脣音,次清,送氣,先開4促聲,iat,入,4,,,,,
3486,3,184,蒲結,piat8,蹩,5.16屑,22,蹩㮰𩓝癟䭱咇苾馝䏟飶蛂柲𢛎襒,16,並,p,重脣音,全濁,,先開4促聲,iat,入,8,,,,,
3487,9,184,丁結,tiat4,窒,5.16屑,23,窒𥉺蛭㗧咥𨴗𡇓,10,端,t,舌頭音,全清,發聲,先開4促聲,iat,入,4,,,,,
3488,41,184,練結,liat8,𥸸,5.16屑,24,𥸸戾捩綟唳𥃎夨,9,來,l,半舌,次濁,收聲,先開4促聲,iat,入,8,,,,,
3489,24,192,私列,siat4,薛,5.17薛,1,薛䥍紲緤褻辥泄渫禼𥝁媟齛䊝𣽒𣊓絬㡜疶㔎,22,心,s,齒頭音,全清,送氣,仙開3促聲,iat,入,4,,,絏,,
3490,41,192,良辥,liat8,列,5.17薛,2,列𠛱迾蛚鮤烈洌冽裂茢颲鴷栵㤠挒𩢾𡊻𡿪姴䅀,24,來,l,半舌,次濁,收聲,仙開3促聲,iat,入,8,,,[趔],,
3491,13,192,陟列,tiat4,哲,5.17薛,3,哲悊喆嚞蜇,5,知,t,舌上音,全清,發聲,仙開3促聲,iat,入,4,,,,,
3492,19,192,渠列,kiat8,傑,5.17薛,4,傑桀竭碣楬榤揭渴嵥滐櫭偈杰搩,14,群,k,牙音,全濁,,仙開3促聲,iat,入,8,,,,,
3493,42,192,如列,jiat8,熱,5.17薛,5,熱苶,2,日,j,半齒,次濁,收聲,仙開3促聲,iat,入,8,,,,,
3494,27,192,旨熱,ciat4,晢,5.17薛,6,晢晣浙折靼𩍕䩢䏳䀿,10,章,c,正齒近舌上,全清,發聲,仙開3促聲,iat,入,4,,,,,
3495,35,192,食列,siat8,舌,5.17薛,7,舌揲蛥鞨,4,船,s,正齒近舌上,全濁,送氣,仙開3促聲,iat,入,8,,,,,
3496,34,192,常列,siat8,折,5.17薛,8,折,1,禪,s,正齒近齒頭,全濁,送氣,仙開3促聲,iat,入,8,,,,,
3497,20,192,魚列,giat8,孼,5.17薛,9,孼糱讞𤅊蠥㜸闑𡴎钀櫱䶬䡾,14,疑,g,牙音,次濁,收聲,仙開3促聲,iat,入,8,,,(孽)𧕏蘖,,
3498,8,192,亡列,biat8,滅,5.17薛,10,滅搣,2,微,b,輕脣音,次濁,收聲,仙開3促聲,iat,入,8,,,,,
3499,18,144,丘竭,khiat4,朅,5.17薛,11,朅揭藒愒𡐤,6,溪,kh,牙音,次清,送氣,元開3促聲,iat,入,4,,,,,
3500,1,192,并列,piat4,鷩,5.17薛,12,鷩鼈虌鄨𡐞憋䳤,8,幫,p,重脣音,全清,發聲,仙開3促聲,iat,入,4,,,[鱉],,
3501,23,196,情雪,cuat8,絕,5.17薛,13,絕,1,從,c,齒頭音,全濁,,仙合3促聲,uat,入,8,,,,,
3502,21,196,子悅,cuat4,蕝,5.17薛,14,蕝㔢𨼎,4,精,c,齒頭音,全清,發聲,仙合3促聲,uat,入,4,,,,,
3503,24,196,相絕,suat4,雪,5.17薛,15,雪䨮㡜㨹,4,心,s,齒頭音,全清,送氣,仙合3促聲,uat,入,4,,,,,
3504,14,196,丑悅,thuat4,𤿫,5.17薛,16,𤿫,2,徹,th,舌上音,次清,送氣,仙合3促聲,uat,入,4,,,,,
3505,39,196,弋雪,Øuat8,悅,5.17薛,17,悅說閱蛻娧𧀲䓲,8,以,Ø,喉音,次濁,發聲,仙合3促聲,uat,入,8,,,,,
3506,18,196,傾雪,khuat4,缺,5.17薛,18,缺蒛,2,溪,kh,牙音,次清,送氣,仙合3促聲,uat,入,4,,,,,
3507,36,196,乙劣,Øuat4,噦,5.17薛,19,噦,1,影,Ø,喉音,全清,發聲,仙合3促聲,uat,入,4,,,,,
3508,42,196,如劣,juat8,爇,5.17薛,20,爇焫蜹㨎㕯,5,日,j,半齒,次濁,收聲,仙合3促聲,uat,入,8,,,[蚋],,
3509,33,196,失爇,suat4,說,5.17薛,21,說,1,書,s,正齒近舌上,全清,送氣,仙合3促聲,uat,入,4,,,,,
3510,27,196,職悅,cuat4,拙,5.17薛,22,拙炪䂐梲蝃準䫎𠭴䪼𨢬䖦,13,章,c,正齒近舌上,全清,發聲,仙合3促聲,uat,入,4,,,,,
3511,29,196,昌悅,chuat4,歠,5.17薛,23,歠啜,2,昌,ch,正齒近舌上,次清,送氣,仙合3促聲,uat,入,4,,,,,
3512,13,196,陟劣,tuat4,輟,5.17薛,24,輟畷惙餟罬剟醊啜䟾綴掇腏𩋁叕𧖀,17,知,t,舌上音,全清,發聲,仙合3促聲,uat,入,4,,,,,
3513,41,196,力輟,luat8,劣,5.17薛,25,劣𢚃埒䟹鋝脟㸹蛶㲕浖哷㭩𦓤,15,來,l,半舌,次濁,收聲,仙合3促聲,uat,入,8,,,,,
3514,6,192,芳滅,hiat4,瞥,5.17薛,26,瞥潎憋癟,4,敷,h,輕脣音,次清,送氣,仙開3促聲,iat,入,4,,,,,
3515,3,192,皮列,piat8,别,5.17薛,27,别𡷘,3,並,p,重脣音,全濁,,仙開3促聲,iat,入,8,,,[別],,
3516,15,192,直列,tiat8,轍,5.17薛,28,轍徹撤澈㯙,5,澄,t,舌上音,全濁,,仙開3促聲,iat,入,8,,,,,
3517,5,192,方别,hiat4,䇷,5.17薛,29,䇷𧧸莂扒别,6,非,h,輕脣音,全清,發聲,仙開3促聲,iat,入,4,,,,,
3518,32,196,所劣,suat4,㕞,5.17薛,30,㕞刷𠴪𠻜,6,生,s,正齒近齒頭,全清,送氣,仙合3促聲,uat,入,4,,,唰,,
3519,17,192,居列,kiat4,孑,5.17薛,31,孑訐𨥂趌䅥揭,7,見,k,牙音,全清,發聲,仙開3促聲,iat,入,4,,,,,
3520,33,192,識列,siat4,設,5.17薛,32,設蔎,2,書,s,正齒近舌上,全清,送氣,仙開3促聲,iat,入,4,,,,,
3521,16,196,女劣,luat8,呐,5.17薛,33,呐,1,娘,l,舌上音,次濁,收聲,仙合3促聲,uat,入,8,,,,,
3522,37,196,許劣,huat4,𥄎,5.17薛,34,𥄎𩖶𣧡烕𦐋吷,10,曉,h,喉音,次清,送氣,仙合3促聲,uat,入,4,,,,,
3523,36,196,於悅,Øuat4,妜,5.17薛,35,妜,1,影,Ø,喉音,全清,發聲,仙合3促聲,uat,入,4,,,,,
3524,17,196,紀劣,kuat4,蹶,5.17薛,36,蹶𧱝𧣸䞵罬,7,見,k,牙音,全清,發聲,仙合3促聲,uat,入,4,,,,,
3525,26,196,側劣,cuat4,茁,5.17薛,37,茁䵵,2,莊,c,正齒近齒頭,全清,發聲,仙合3促聲,uat,入,4,,,,,
3526,22,196,七絕,chuat4,膬,5.17薛,38,膬絟𥕹敠,5,清,ch,齒頭音,次清,送氣,仙合3促聲,uat,入,4,,,,,
3527,21,196,姊劣,cuat4,蠽,5.17薛,39,蠽𧓷𪇲尐𢪍𣧖𩯰𠯙,14,精,c,齒頭音,全清,發聲,仙合3促聲,uat,入,4,巾箱本作姊列切,,,,
3528,32,192,山列,siat4,摋,5.17薛,40,摋,1,生,s,正齒近齒頭,全清,送氣,仙開3促聲,iat,入,4,,,,,
3529,36,192,於列,Øiat4,焆,5.17薛,41,焆𠵭𠱝,5,影,Ø,喉音,全清,發聲,仙開3促聲,iat,入,4,,𠵭原書作H口肙,,,
3530,14,192,丑列,thiat4,屮,5.17薛,42,屮撤硩徹䚢聅䒆,7,徹,th,舌上音,次清,送氣,仙開3促聲,iat,入,4,,,,,
3531,37,192,許别,hiat4,娎,5.17薛,43,娎焎,2,曉,h,喉音,次清,送氣,仙開3促聲,iat,入,4,,,,,
3532,29,196,姝雪,chuat4,啜,5.17薛,44,啜,1,昌,ch,正齒近舌上,次清,送氣,仙合3促聲,uat,入,4,,,,,
3533,28,192,厠列,chiat4,㔍,5.17薛,45,㔍,1,初,ch,正齒近齒頭,次清,送氣,仙開3促聲,iat,入,4,,,,,
3534,25,196,寺絕,suat8,㿱,5.17薛,46,㿱𧋍,3,邪,s,齒頭音,全濁,送氣,仙合3促聲,uat,入,8,,,踅,,
3535,29,192,昌列,chiat4,掣,5.17薛,47,掣瘛,2,昌,ch,正齒近舌上,次清,送氣,仙開3促聲,iat,入,4,,,,,
3536,39,192,羊列,Øiat8,抴,5.17薛,48,抴,1,以,Ø,喉音,次濁,發聲,仙開3促聲,iat,入,8,,,(拽),,
3537,30,192,士列,ciat8,𨵊,5.17薛,49,𨵊,2,崇,c,正齒近齒頭,全濁,,仙開3促聲,iat,入,8,,,,,
3538,39,244,以灼,Øiok8,藥,5.18藥,1,藥躍礿禴蘥鑰𩱲瀹𤅢𤄶爚櫟龠䋤𠩃敫籥𢅹𥌺𧕋纅鸙㜰𤒀䟑㿑𨷲𧢢䠯𨈋䖃,42,以,Ø,喉音,次濁,發聲,陽開3促聲,iok,入,8,,,(屵),,
3539,41,244,離灼,liok8,略,5.18藥,2,略䌎擽掠㗉䂮𧎾䀩䛚,10,來,l,半舌,次濁,收聲,陽開3促聲,iok,入,8,,,(畧)㨼[撂]𪀡藥詻,,
3540,17,244,居勺,kiok4,腳,5.18藥,3,腳脚蹻卻屩,5,見,k,牙音,全清,發聲,陽開3促聲,iok,入,4,,,,,
3541,27,244,之若,ciok4,灼,5.18藥,4,灼斫彴㣿勺酌繳焯䅵妁謶𥯩犳䶂𧘑禚,18,章,c,正齒近舌上,全清,發聲,陽開3促聲,iok,入,4,,,,,
3542,33,244,書藥,siok4,爍,5.18藥,5,爍鑠獡㜰爚䁻䟏,7,書,s,正齒近舌上,全清,送氣,陽開3促聲,iok,入,4,,,,,
3543,42,244,而灼,jiok8,若,5.18藥,6,若弱鄀箬蒻楉溺䐞惹叒𨀝,12,日,j,半齒,次濁,收聲,陽開3促聲,iok,入,8,,,,,
3544,29,244,昌約,chiok4,綽,5.18藥,7,綽繛婥磭,4,昌,ch,正齒近舌上,次清,送氣,陽開3促聲,iok,入,4,,,,,
3545,36,244,於略,Øiok4,約,5.18藥,8,約葯,2,影,Ø,喉音,全清,發聲,陽開3促聲,iok,入,4,,,,,
3546,18,244,去約,khiok4,卻,5.18藥,9,卻却𨟠𤷽,6,溪,kh,牙音,次清,送氣,陽開3促聲,iok,入,4,,,,,
3547,20,244,魚約,giok8,虐,5.18藥,10,虐磭瘧,3,疑,g,牙音,次濁,收聲,陽開3促聲,iok,入,8,,,,,
3548,34,244,市若,siok8,妁,5.18藥,11,妁勺汋杓仢芍,6,禪,s,正齒近齒頭,全濁,送氣,陽開3促聲,iok,入,8,,,,,
3549,14,244,丑略,thiok4,㲋,5.18藥,12,㲋𤟭婼逴辵蠚,7,徹,th,舌上音,次清,送氣,陽開3促聲,iok,入,4,,,,,
3550,24,244,息約,siok4,削,5.18藥,13,削,1,心,s,齒頭音,全清,送氣,陽開3促聲,iok,入,4,,,,,
3551,26,244,側略,ciok4,斮,5.18藥,14,斮,1,莊,c,正齒近齒頭,全清,發聲,陽開3促聲,iok,入,4,,,,,
3552,21,244,即略,ciok4,爵,5.18藥,15,爵𩰥雀爝燋㩱䶂,8,精,c,齒頭音,全清,發聲,陽開3促聲,iok,入,4,𩰥原作⿰⿱木⿸⿱罒丿鬯又,𩰥原書上作木,,,
3553,23,244,在爵,ciok8,皭,5.18藥,16,皭嚼爝,3,從,c,齒頭音,全濁,,陽開3促聲,iok,入,8,,,,,
3554,22,244,七雀,chiok4,鵲,5.18藥,17,鵲舄趞㹱碏芍皵踖䇎䱜,10,清,ch,齒頭音,次清,送氣,陽開3促聲,iok,入,4,,,,,
3555,19,244,其虐,kiok8,噱,5.18藥,18,噱蹻𠊬𧍕谷𠶸臄醵䐘,12,群,k,牙音,全濁,,陽開3促聲,iok,入,8,,,,,
3556,36,248,憂縛,Øok4,嬳,5.18藥,19,嬳𡤬彠臒,5,影,Ø,喉音,全清,發聲,陽合3促聲,ok,入,4,,,,,
3557,7,248,符钁,hok8,縛,5.18藥,20,縛,1,奉,h,輕脣音,全濁,,陽合3促聲,ok,入,8,,,,,
3558,37,248,許縛,hok4,䂄,5.18藥,21,䂄矆彏戄,4,曉,h,喉音,次清,送氣,陽合3促聲,ok,入,4,,,,,
3559,40,248,王縛,Øok8,籰,5.18藥,22,籰𧤽𧅚𥸘䢲,8,云,Ø,喉音,次濁,發聲,陽合3促聲,ok,入,8,,,,,
3560,17,248,居縛,kok4,玃,5.18藥,23,玃貜𧾵钁攫矍𡚠彏躩𪈴𨏹,15,見,k,牙音,全清,發聲,陽合3促聲,ok,入,4,,,蠼,,
3561,13,244,張略,tiok4,芍,5.18藥,24,芍著𥖛櫡鐯𣃈擆,9,知,t,舌上音,全清,發聲,陽開3促聲,iok,入,4,,,,,
3562,15,244,直略,tiok8,著,5.18藥,25,著,1,澄,t,舌上音,全濁,,陽開3促聲,iok,入,8,,,,,
3563,18,248,丘縛,khok4,躩,5.18藥,26,躩𢖦,3,溪,kh,牙音,次清,送氣,陽合3促聲,ok,入,4,,,,,
3564,19,248,具籰,kok8,戄,5.18藥,27,戄𧾵𡚠䣤貜,7,群,k,牙音,全濁,,陽合3促聲,ok,入,8,,,,,
3565,16,244,女略,liok8,逽,5.18藥,28,逽𨵫蹃,4,娘,l,舌上音,次濁,收聲,陽開3促聲,iok,入,8,,,,,
3566,6,248,孚縛,hok4,𩅿,5.18藥,29,𩅿,2,敷,h,輕脣音,次清,送氣,陽合3促聲,ok,入,4,,,,,
3567,37,244,虚約,hiok4,謔,5.18藥,30,謔,1,曉,h,喉音,次清,送氣,陽開3促聲,iok,入,4,,,,,
3568,11,252,徒落,tok8,鐸,5.19鐸,1,鐸剫度𢜬踱凙襗𩑒𧩧𩍜䐾㤞喥仛𨍏,20,定,t,舌頭音,全濁,,唐開1促聲,ok,入,8,,,,,
3569,4,252,慕各,bok8,莫,5.19鐸,2,莫幕鄚膜鏌摸漠瘼寞瞙嗼塻𣩎𢊗𡈗𠢓,20,明,b,重脣音,次濁,收聲,唐開1促聲,ok,入,8,,,,,
3570,41,252,盧各,lok8,落,5.19鐸,3,落絡烙洛珞酪樂𩂣轢笿硌駱𤽼𩊚㓢鉻馲𩧐鮥䶅雒𣛗𧭥躒鵅𤻲𣧳𤽥挌𪇱濼袼䀩𨏒,45,來,l,半舌,次濁,收聲,唐開1促聲,ok,入,8,,,,,
3571,10,252,他各,thok4,託,5.19鐸,4,託袥橐魠籜𣔳𣟄拓馲𩧐𨂫蘀𦚈侂飥魄沰矺,23,透,th,舌頭音,次清,送氣,唐開1促聲,ok,入,4,,,(柝)[托][乇]籜,,
3572,21,252,則落,cok4,作,5.19鐸,5,作迮柞糳鑿㘀,6,精,c,齒頭音,全清,發聲,唐開1促聲,ok,入,4,,,,,
3573,22,252,倉各,chok4,錯,5.19鐸,6,錯厝䱜逪剒縒莡,7,清,ch,齒頭音,次清,送氣,唐開1促聲,ok,入,4,,,,,
3574,17,252,古落,kok4,各,5.19鐸,7,各閣格胳袼,5,見,k,牙音,全清,發聲,唐開1促聲,ok,入,4,,,[擱],,
3575,18,252,苦各,khok4,恪,5.19鐸,8,恪㤩愙,3,溪,kh,牙音,次清,送氣,唐開1促聲,ok,入,4,,,,,
3576,20,252,五各,gok8,咢,5.19鐸,9,咢愕鄂諤𠟎𧊜𧍞遌萼鍔𡅡崿鶚鰐噩㗁齶顎𡾙鑩偔堮𡓐㮙湂,31,疑,g,牙音,次濁,收聲,唐開1促聲,ok,入,8,,,(鱷),,
3577,2,252,匹各,phok4,𩔈,5.19鐸,10,𩔈奤濼䨰粕膊𦢸䪙搏胉蒪𥴮𦿍𦥭𦐦,21,滂,ph,重脣音,次清,送氣,唐開1促聲,ok,入,4,開?,,,,
3578,36,252,烏各,Øok4,惡,5.19鐸,11,惡𢙣堊蝁,5,影,Ø,喉音,全清,發聲,唐開1促聲,ok,入,4,,,,,
3579,3,252,傍各,pok8,泊,5.19鐸,12,泊亳箔薄礴簿𩍿鑮踄𩽛䭦,13,並,p,重脣音,全濁,,唐開1促聲,ok,入,8,開?,,,,
3580,37,252,呵各,hok4,𦞦,5.19鐸,13,𦞦鄗壑㕡蠚謞郝鰝熇嗃矐,12,曉,h,喉音,次清,送氣,唐開1促聲,ok,入,4,,,,,
3581,24,252,蘇各,sok4,索,5.19鐸,14,索𢱢溹𩌈𦵫㮦,9,心,s,齒頭音,全清,送氣,唐開1促聲,ok,入,4,,,,,
3582,38,252,下各,hok8,涸,5.19鐸,15,涸鶴貈貉狢𠗂佫䮤𥉑䅂䶅,13,匣,h,喉音,全濁,送氣,唐開1促聲,ok,入,8,,,,,
3583,23,252,在各,cok8,昨,5.19鐸,16,昨酢莋怍𣫞鑿笮筰柞㸲岝䎰飵𦁎𢂃鈼秨砟葃鈼,23,從,c,齒頭音,全濁,,唐開1促聲,ok,入,8,,,,,
3584,1,252,補各,pok4,博,5.19鐸,17,博髆搏爆鎛㗘𪙍襮鑮簙䗚猼䍸欂𩌏溥䶈餺䙏𥴮,23,幫,p,重脣音,全清,發聲,唐開1促聲,ok,入,4,開?,,(愽),,
3585,12,252,奴各,lok8,諾,5.19鐸,18,諾,1,泥,l,舌頭音,次濁,收聲,唐開1促聲,ok,入,8,,,,,
3586,37,256,虚郭,hok4,霍,5.19鐸,19,霍靃霩䁨藿矐彉彍攉瀖劐癨,12,曉,h,喉音,次清,送氣,唐開1促聲,ok,入,4,,,,,
3587,17,256,古博,kok4,郭,5.19鐸,20,郭𩫏𨟍崞椁槨彉彍埻𦘅,13,見,k,牙音,全清,發聲,唐開1促聲,ok,入,4,,,,,
3588,36,256,烏郭,Øok4,雘,5.19鐸,21,雘蠖𩟓臒鸌嬳,7,影,Ø,喉音,全清,發聲,唐開1促聲,ok,入,4,,,,,
3589,38,256,胡郭,hok8,穫,5.19鐸,22,穫鑊㦜檴𤐰濩擭䨥𤻙𢋒,13,匣,h,喉音,全濁,送氣,唐開1促聲,ok,入,8,,,,,
3590,18,256,苦郭,khok4,廓,5.19鐸,23,廓鞹漷𠠎籗噋,7,溪,kh,牙音,次清,送氣,唐開1促聲,ok,入,4,,,,,
3591,20,256,五郭,gok8,瓁,5.19鐸,24,瓁,1,疑,g,牙音,次濁,收聲,唐開1促聲,ok,入,8,,,,,
3592,41,256,盧穫,lok8,硦,5.19鐸,25,硦,1,來,l,半舌,次濁,收聲,唐開1促聲,ok,入,8,,,,,
3593,21,256,祖郭,cok4,㘀,5.19鐸,26,㘀,1,精,c,齒頭音,全清,發聲,唐開1促聲,ok,入,4,,,,,
3594,4,260,莫白,bik8,陌,5.20陌,1,陌帞袹𡠜㱳貘蛨貊佰驀㹮𩢷嗼貉洦𢫦𧻙銆,22,明,b,重脣音,次濁,收聲,庚開2促聲,ik,入,8,,,,,
3595,13,260,陟格,tik4,磔,5.20陌,1,磔虴舴𤜤𪄱馲𩑒𪐏嫡𥧮杔,16,知,t,舌上音,全清,發聲,庚開2促聲,ik,入,4,,,乇,,
3596,3,260,傍陌,pik8,白,5.20陌,1,白帛舶鮊𦰬,6,並,p,重脣音,全濁,,庚開2促聲,ik,入,8,,,,,
3597,1,260,博陌,pik4,伯,5.20陌,1,伯迫敀百柏湐𦯉㼟,9,幫,p,重脣音,全清,發聲,庚開2促聲,ik,入,4,,,(栢),,
3598,19,268,奇逆,kik8,劇,5.20陌,1,劇屐𨍺𤭏𢜭㘌,9,群,k,牙音,全濁,,庚開3促聲,ik,入,8,𨍺中下从彳,,,,
3599,17,268,几劇,kik4,戟,5.20陌,1,戟撠𦺩𤜾谻丮𢜭𩯋,12,見,k,牙音,全清,發聲,庚開3促聲,ik,入,4,,,𦻝(,,
3600,32,268,山戟,sik4,𡩡,5.20陌,1,𡩡索䞽溹䂹𥻨,8,生,s,正齒近齒頭,全清,送氣,庚開3促聲,ik,入,4,,,,,
3601,28,268,測戟,chik4,柵,5.20陌,1,柵䜺簎,3,初,ch,正齒近齒頭,次清,送氣,庚開3促聲,ik,入,4,,,,,
3602,38,260,胡伯,hik8,嚄,5.20陌,1,嚄𡄴,3,匣,h,喉音,全濁,送氣,庚開2促聲,ik,入,8,,,,,
3603,26,260,側伯,cik4,嘖,5.20陌,1,嘖迮窄笮㳻諎舴蚱,8,莊,c,正齒近齒頭,全清,發聲,庚開2促聲,ik,入,4,,,,,
3604,30,260,鋤陌,cik8,齚,5.20陌,1,齚齰咋泎岝,5,崇,c,正齒近齒頭,全濁,,庚開2促聲,ik,入,8,,,,,
3605,18,268,綺戟,khik4,隙,5.20陌,1,隙郤綌𠊬𧯈𡭴𠶸,11,溪,kh,牙音,次清,送氣,庚開3促聲,ik,入,4,𠊬𠶸右从阝,,,,
3606,20,260,五陌,gik8,額,5.20陌,1,額頟䱮峉詻䩹,6,疑,g,牙音,次濁,收聲,庚開2促聲,ik,入,8,,,,,
3607,20,268,宜戟,gik8,逆,5.20陌,1,逆屰縌㘙𥿬𠱘,8,疑,g,牙音,次濁,收聲,庚開3促聲,ik,入,8,,,,,
3608,18,260,苦格,khik4,客,5.20陌,1,客喀礊揢,4,溪,kh,牙音,次清,送氣,庚開2促聲,ik,入,4,,,(咳),,
3609,36,260,烏格,Øik4,啞,5.20陌,1,啞𩚬,3,影,Ø,喉音,全清,發聲,庚開2促聲,ik,入,4,,,,,
3610,37,268,許郤,hik4,虩,5.20陌,1,虩,1,曉,h,喉音,次清,送氣,庚開3促聲,ik,入,4,,,,,
3611,14,260,丑格,thik4,𡍩,5.20陌,1,𡍩𧼳𩑒㿭𤖴𩎚,11,徹,th,舌上音,次清,送氣,庚開2促聲,ik,入,4,,,拆(坼),,
3612,36,260,乙白,Øik4,䪝,5.20陌,1,䪝,1,影,Ø,喉音,全清,發聲,庚開2促聲,ik,入,4,,,,,
3613,2,260,普伯,phik4,拍,5.20陌,1,拍魄怕皛敀𠓗珀𧻙𤖼洦,13,滂,ph,重脣音,次清,送氣,庚開2促聲,ik,入,4,,,,,
3614,37,260,呼格,hik4,赫,5.20陌,1,赫爀嚇𢅰𥋿,7,曉,h,喉音,次清,送氣,庚開2促聲,ik,入,4,,,,,
3615,38,260,胡格,hik8,垎,5.20陌,1,垎䞦楁𨍇,5,匣,h,喉音,全濁,送氣,庚開2促聲,ik,入,8,,,,,
3616,17,260,古伯,kik4,格,5.20陌,1,格𢓜茖骼觡𩹺鵅挌㦴蛒𪌣𢼛𩹿鉻,19,見,k,牙音,全清,發聲,庚開2促聲,ik,入,4,,,(㪾),,
3617,37,260,虎伯,hik4,謋,5.20陌,1,謋諕漷砉𦒧湱硅𢝇,10,曉,h,喉音,次清,送氣,庚開2促聲,ik,入,4,,,,,
3618,15,260,場伯,tik8,宅,5.20陌,1,宅㡯擇澤𪀥翟䕪檡鸅𩏪蠌襗𤂥,16,澄,t,舌上音,全濁,,庚開2促聲,ik,入,8,瑒伯,𤂥原書右从于,,,
3619,17,260,古伯,kik4,虢,5.20陌,1,虢𢼛㶁𧭣唬,7,見,k,牙音,全清,發聲,庚開2促聲,ik,入,4,,,,,
3620,36,264,一虢,Øok4,擭,5.20陌,1,擭濩彠䪝㠛,5,影,Ø,喉音,全清,發聲,庚合2促聲,ok,入,4,,,,,
3621,16,260,女白,lik8,蹃,5.20陌,1,蹃搦,2,娘,l,舌上音,次濁,收聲,庚開2促聲,ik,入,8,,,,,
3622,18,268,丘擭,khik4,𧍕,5.20陌,1,𧍕𠠎,4,溪,kh,牙音,次清,送氣,庚開3促聲,ik,入,4,,,,,
3623,3,268,弼戟,pik8,欂,5.20陌,1,欂𣝍,3,並,p,重脣音,全濁,,庚開3促聲,ik,入,8,,,,,
3624,4,280,莫獲,bok8,麥,5.21麥,1,麥𧖴脈脉衇霢眽覛𧡒,11,明,b,重脣音,次濁,收聲,耕合2促聲,ok,入,8,,,,,
3625,38,280,胡麥,hok8,獲,5.21麥,2,獲畫嫿劃鱯彠㗲咟,8,匣,h,喉音,全濁,送氣,耕合2促聲,ok,入,8,,,,,
3626,17,280,古獲,kok4,蟈,5.21麥,3,蟈馘聝幗膕𩪐埻摑漍𢹖䂸慖嘓䬎讗𧖻,19,見,k,牙音,全清,發聲,耕合2促聲,ok,入,4,,,,,
3627,1,276,博厄,pik4,檗,5.21麥,4,檗擘薜𤖟糪,6,幫,p,重脣音,全清,發聲,耕開2促聲,ik,入,4,,,[掰],,
3628,3,276,蒲革,pik8,䌟,5.21麥,5,䌟繴𦌠欂,5,並,p,重脣音,全濁,,耕開2促聲,ik,入,8,,,,,
3629,30,276,士革,cik8,賾,5.21麥,6,賾鰿葃㣱矠耫嘖,7,崇,c,正齒近齒頭,全濁,,耕開2促聲,ik,入,8,,,,,
3630,26,276,側革,cik4,責,5.21麥,7,責𩔳簀幘嘖謮債𧐐𦟜嫧咋,14,莊,c,正齒近齒頭,全清,發聲,耕開2促聲,ik,入,4,,,,,
